Title,Author_Id,Year,Citation_Count
A model of stimulus induced epileptic spike-wave discharges,6965,2013,12
Convergence and cluster synchronization in networks of discrete-time and asynchronous systems,6965,2013,4
Contraction analysis of nonlinear Hamiltonian systems,6965,2013,3
Exact Decomposition and Contraction Analysis of Nonlinear Hamiltonian Systems,6965,2013,4
Contraction theory approach to generalized decentralized cyclic algorithms for global formation acquisition and control,6965,2012,1
Exact Modal Decomposition of Non-linear Second-Order Systems,6965,2012,0
"Unifying Geometric, Probabilistic, and Potential Field Approaches to Multi-robot Coverage Control",6965,2011,10
Controlled Manipulation with Multiple Quadrotors,6965,2011,12
A contraction theory approach to singularly perturbed systems with application to retroactivity attenuation,6965,2011,5
Factorizations and partial contraction of nonlinear systems,6965,2010,1
Design of the dynamic stability properties of the collective behavior of articulated bipeds,6965,2010,1
On synchronization of coupled Hopf-Kuramoto oscillators with phase delays,6965,2010,12
High performance adaptive control in the presence of time delays,6965,2010,7
Exact Modal Decomposition of Nonlinear Hamiltonian Systems,6965,2009,2
Dynamic region following formation control for a swarm of robots,6965,2009,23
Task-space setpoint control of robots with dual task-space information,6965,2009,7
Visual grouping by neural oscillators,6965,2009,0
Audio classification from time-frequency texture,6965,2009,30
Real-Time Synthesis of Body Movements Based on Learned Primitives,6965,2009,10
From Theory to Practice: Distributed Coverage Control Experiments with Groups of Robots,6965,2009,25
CPG-based Control of a Turtle-like Underwater Vehicle,6965,2008,1
FastWavelet-Based Visual Classification,6965,2008,9
Attitude and Phase Synchronization of Formation Flying Spacecraft: Lagrangian Approach,6965,2008,0
Consensus learning for distributed coverage control,6965,2008,22
Region following formation control for multi-robot systems,6965,2008,14
Cooperative robot control and synchronization of Lagrangian systems,6965,2007,16
New Control Strategies for Underactuated Tethered Formation Flight Spacecraft,6965,2007,0
"Decentralized, Adaptive Control for Coverage with Networked Robots",6965,2007,36
Adaptive Vision based Tracking Control of Robots with Uncertainty in Depth Information,6965,2007,25
Application of Synchronization to Cooperative Control and Formation Flight of Spacecraft,6965,2007,9
Models for Global Synchronization in CPG-based Locomotion,6965,2007,16
Nonlinear observer design for synchronization and information recovery in communication systems using contraction theory,6965,2007,2
Adaptive Vision and Force Tracking Control of Constrained Robots with Structural Uncertainties,6965,2007,4
Adaptive task-space regulation of rigid-link flexible-joint robots with uncertain kinematics,6965,2006,0
Adaptive jacobian motion and force tracking control for constrained robots with uncertainties,6965,2006,16
Algorithmic search for contraction metrics via SOS programming,6965,2006,6
Adaptive Jacobian PID Regulation for Robots with Uncertain Kinematics and Actuator Model,6965,2006,5
Adaptive Vision and Force Tracking Control for Constrained Robots,6965,2006,7
Experiments on Adaptive Control of Robots with Uncertain Kinematics and Dynamics,6965,2006,0
Adaptive Jacobian Tracking Control of Robots based on Visual Task-space Information,6965,2005,13
Stability analysis of nonlinear muscle dynamics using contraction theory,6965,2005,1
Approximate Jacobian adaptive control for robot manipulators,6965,2004,45
Methodological remarks on contraction theory,6965,2004,45
Experimental study of a novel adaptive controller for active vibration isolation,6965,2004,2
An Empirical Study of Speech Processing in the Brain by Analyzing the Temporal Syllable Structure in Speech-input Induced EEG,2800,2019,2
Subspace techniques for task-independent EEG person identification,2800,2019,0
Level-wise Subject adaptation to improve classification of motor and mental EEG tasks,2800,2019,0
Imaging neuronal responses through all cortical layers and subplate of visual cortex in awake mice with optimized three-photon microscopy,2800,2019,0
Task-Independent EEG based Subject Identification using Auditory Stimulus,2800,2018,0
Single Trial P300 Classification Using Convolutional LSTM and Deep Learning Ensembles Method,2800,2018,4
A Common Spatial Pattern Approach for Classification of Mental Counting and Motor Execution EEG,2800,2018,3
GDspike: An accurate spike estimation algorithm from noisy calcium fluorescence signals,2800,2017,3
Third harmonic generation imaging of intact human cerebral organoids to assess key components of early neurogenesis in Rett Syndrome (Conference Presentation),2800,2017,0
Discovering Language in Marmoset Vocalization,2800,2017,0
Modeling two-photon calcium fluorescence of episodic V1 recordings using multifrequency analysis,2800,2011,0
A statistical model for multiphoton calcium imaging of the brain,2800,2009,0
Foley Music: Learning to Generate Music from Videos,4970,2020,0
End-to-End Optimization of Scene Layout,4970,2020,0
A Morphable Face Albedo Model,4970,2020,1
Music Gesture for Visual Sound Separation,4970,2020,8
Probabilistic Video Prediction From Noisy Data With a Posterior Confidence,4970,2020,0
Perspective Plane Program Induction From a Single Image,4970,2020,0
"Look, Listen, and Act: Towards Audio-Visual Embodied Navigation",4970,2020,6
Accurate Vision-based Manipulation through Contact Reasoning,4970,2020,0
Learning constraint-based planning models from demonstrations,4970,2020,0
DualSMC: Tunneling Differentiable Filtering and Planning under Continuous POMDPs,4970,2020,0
Rethinking Few-Shot Image Classification: A Good Embedding is All You Need?,4970,2020,7
DensePhysNet: Learning Dense Physical Object Representations Via Multi-Step Dynamic Interactions,4970,2019,8
Combining Physical Simulators and Object-Based Networks for Control,4970,2019,3
ChainQueen: A Real-Time Differentiable Physical Simulator for Soft Robotics,4970,2019,4
Propagation Networks for Model-Based Control Under Partial Observation,4970,2019,3
A Computational Model for Combinatorial Generalization in Physical Perception from Sound,4970,2019,0
Differentiable Physics and Stable Modes for Tool-Use and Manipulation Planning - Extended Abtract,4970,2019,0
Learning Shape Priors for Single-View 3D Completion And Reconstruction,4970,2018,12
Seeing Tree Structure from Vibration,4970,2018,0
A Generative Model of People&#39;s Intuitive Theory of Emotions,4970,2018,1
The three pillars of machine programming,4970,2018,6
Evidence for an Intuitive Physics Engine in the Human Brain,4970,2018,0
Pix3D: Dataset and Methods for Single-Image 3D Shape Modeling,4970,2018,49
"3D Shape Perception from Monocular Vision, Touch, and Shape Priors",4970,2018,17
Differentiable Physics and Stable Modes for Tool-Use and Manipulation Planning,4970,2018,14
A Computational Model of Commonsense Moral Decision Making,4970,2018,5
Auditory scene analysis as Bayesian inference in sound source models,4970,2018,2
Neurocomputational Modeling of Human Physical Scene Understanding,4970,2018,0
Augmenting Physical Simulators with Stochastic Neural Networks: Case Study of Planar Pushing and Bouncing,4970,2018,13
Physical Primitive Decomposition,4970,2018,4
Generative Modeling of Audible Shapes for Object Perception,4970,2017,7
Neural Scene De-rendering,4970,2017,16
Synthesizing 3D Shapes via Modeling Multi-view Depth Maps and Silhouettes with Deep Generative Networks,4970,2017,47
Physics 101: Learning Physical Object Properties from Unlabeled Videos,4970,2016,20
Single Image 3D Interpreter Network,4970,2016,49
Inferring human intent from video by sampling hierarchical plans,4970,2016,6
Picture: A probabilistic programming language for scene perception,4970,2015,29
Sticking to the Evidence? A computational and behavioral case study of micro-theory change in the domain of magnetism,4970,2012,1
Learning to share visual appearance for multiclass object detection,4970,2011,125
Building Theories of the World: Human and Machine Learning Perspectives,4970,2008,1
Unsupervised topic modelling for multi-party spoken discourse,4970,2006,25
Chronically implanted hyperdrive for cortical recording and optogenetic control in behaving mice,3290,2011,4
Sequential Detection of Regime Changes in Neural Data,2805,2019,4
VQA With No Questions-Answers Training,8760,2020,0
Action Classification via Concepts and Attributes,8760,2018,2
Visual Concept Recognition and Localization via Iterative Introspection,8760,2017,2
Human Pose Estimation Using Deep Consensus Voting,8760,2016,34
Hand-Object Interaction and Precise Localization in Transitive Action Recognition,8760,2016,1
Do You See What I Mean? Visual Resolution of Linguistic Ambiguities,8760,2015,4
Using Linking Features in Learning Non-parametric Part Models,8760,2012,14
The chains model for detecting parts by their context,8760,2010,40
Learning Model Complexity in an Online Environment,8760,2009,4
Unsupervised feature optimization (UFO): Simultaneous selection of multiple features with their detection parameters,8760,2009,2
Unsupervised Classification and Part Localization by Consistency Amplification,8760,2008,5
Uncovering shared structures in multiclass classification,8760,2007,107
Semantic Hierarchies for Recognizing Objects and Parts,8760,2007,18
Satellite Features for the Classification of Visually Similar Classes,8760,2006,1
Learning to classify by ongoing feature selection,8760,2006,2
Visual Classification by a Hierarchy of Extended Fragments,8760,2006,9
Online multiclass learning by interclass hypothesis sharing,8760,2006,11
A Hierarchical Non-Parametric Method for Capturing Non-Rigid Deformations,8760,2005,0
Identifying Semantically Equivalent Object Fragments,8760,2005,13
Cross-Generalization: Learning Novel Classes from a Single Example by Feature Replacement,8760,2005,62
Single-example learning of novel classes using representation by similarity,8760,2005,27
View-Invariant Recognition Using Corresponding Object Fragments,8760,2004,18
Learning to Segment,8760,2004,26
Combining Top-Down and Bottom-Up Segmentation,8760,2004,135
Class-Based Matching of Object Parts,8760,2004,7
